model_year,brand,car_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats
0.177321810715785,21,362,-0.31060459779847893,0.15768862155072036,-0.4779671384054053,5,1,-0.28981601256542594,1,4,-0.46548765671583997,-0.30906663325980455
0.4459447650854078,30,1384,0.11283383778755723,0.4315097914708668,1.6010416434113164,5,0,0.1762816934899295,1,1,1.1253089430906387,2.7114285144347434
-0.3599240980234606,21,2494,-0.3990148206131458,-0.38995371828957254,-0.4779671384054053,5,1,0.1762816934899295,3,4,-0.46458839351640147,-0.30906663325980455
-0.3599240980234606,21,2494,-0.3990148206131458,-0.38995371828957254,-0.4779671384054053,5,1,0.1762816934899295,3,4,-0.46458839351640147,-0.30906663325980455
-1.9716618242411974,12,3239,-0.668898658678971,-2.0328807378104514,-0.7129671127248106,5,1,0.33164759550838135,1,4,-0.803835435504527,-0.30906663325980455
-0.3599240980234606,12,3275,-0.3804021421258475,-0.38995371828957254,-0.4779671384054053,5,1,0.1762816934899295,1,4,-0.49336481589842934,-0.30906663325980455
0.177321810715785,30,2631,-0.4827718738059881,0.15768862155072036,-0.7955346712694666,5,1,0.9531112035821886,1,1,-0.7824779345178656,-0.30906663325980455
-1.7030388698715746,12,3239,-0.6316733017043744,-1.7590595678903047,-0.7129671127248106,5,1,0.020915791471477686,3,4,-0.803835435504527,-0.30906663325980455
-0.09130114365383779,21,1001,-0.473465534562339,-0.11613254836942609,-0.48008425529116566,5,1,-0.6005478166023296,1,4,-0.6925516145740285,2.7114285144347434
-1.9716618242411974,12,2270,-0.7061240156535676,-2.0328807378104514,-0.7129671127248106,5,1,-0.4451819145838778,1,4,-0.9398489944195805,-0.30906663325980455
-0.6285470523930834,11,234,-0.5106908915369356,-0.663774888209719,-0.4758500215196449,5,1,0.1762816934899295,1,4,-0.3845539687663864,-0.30906663325980455
0.4459447650854078,12,3160,-0.37574897250402295,0.4315097914708668,-0.4779671384054053,5,1,0.020915791471477686,3,4,-0.49336481589842934,-0.30906663325980455
0.9831906738246534,21,624,-0.17938521446302594,0.9791521313111597,0.08306883632110308,5,1,-0.13445011054697414,4,4,-0.012483819998760507,-0.30906663325980455
1.2518136281942762,12,2790,0.3454923188787859,1.2529733012313062,0.14869945977967577,5,1,0.020915791471477686,1,1,-0.11702316693347126,-0.30906663325980455
1.2518136281942762,12,2784,0.20589723022404868,1.2529733012313062,-0.0566608781390839,5,1,0.020915791471477686,1,1,-0.33284633479868014,-0.30906663325980455
0.7145677194550306,21,189,-0.4501996864532161,0.7053309613910133,-0.8992733986717266,5,0,-0.6005478166023296,1,4,-0.8251929364911883,-0.30906663325980455
-0.09130114365383779,21,2925,-0.4920782130496372,-0.11613254836942609,-0.8992733986717266,5,1,-0.28981601256542594,1,0,-1.0261782615656643,-0.30906663325980455
-1.4344159155019518,31,1107,-0.5488468824358971,-1.4852383979701584,0.15505081043695698,5,1,-0.13445011054697414,3,4,-0.33959080879446785,-0.30906663325980455
-1.4344159155019518,31,779,-0.5553613199064514,-1.4852383979701584,-0.12440861848341699,5,1,1.4192089096375442,1,1,-0.37331317877340675,-0.30906663325980455
1.2518136281942762,16,2404,0.11283383778755723,1.2529733012313062,-0.8992733986717266,5,1,-0.7559137186207814,1,4,0.3272128535890841,-0.30906663325980455
0.9831906738246534,21,615,-0.08725245595089941,0.9791521313111597,0.08306883632110308,5,1,-0.4451819145838778,3,4,-0.012483819998760507,-0.30906663325980455
-0.6285470523930834,9,944,-0.538609909267883,-0.663774888209719,0.1592850442084778,5,1,1.4192089096375442,4,1,-0.31396180761047426,-0.30906663325980455
-0.3599240980234606,21,2491,-0.46881236494051437,-0.38995371828957254,-0.3699941772316244,5,1,-0.6005478166023296,1,1,-0.6700700345880692,-0.30906663325980455
-1.4344159155019518,21,183,-0.724736694140866,-1.4852383979701584,-0.8992733986717266,5,1,0.9531112035821886,4,4,-0.8251929364911883,-0.30906663325980455
1.2518136281942762,21,387,-0.18962218763104002,1.2529733012313062,-0.4779671384054053,5,1,-0.28981601256542594,1,4,-0.49471371069758696,-0.30906663325980455
0.4459447650854078,12,3160,-0.38505531174767205,0.4315097914708668,-0.4779671384054053,5,1,0.020915791471477686,3,4,-0.49336481589842934,-0.30906663325980455
-0.3599240980234606,21,2494,-0.37109580288219834,-0.38995371828957254,-0.4779671384054053,5,1,0.33164759550838135,3,4,-0.46458839351640147,-0.30906663325980455
-0.6285470523930834,21,165,-0.6084074535952516,-0.663774888209719,-1.3269310095953293,5,1,0.642379399545285,1,4,-1.2703282202131818,-0.30906663325980455
-0.09130114365383779,21,2956,-0.5199972307805847,-0.11613254836942609,-0.8992733986717266,5,1,0.1762816934899295,3,4,-0.8265418312903456,-0.30906663325980455
-0.3599240980234606,12,1318,-0.4315870079659178,-0.38995371828957254,-0.4779671384054053,5,1,-0.4451819145838778,1,4,-0.49021739470039505,-0.30906663325980455
-1.165792961132329,21,2531,-0.5944479447297778,-1.211417228050012,-0.3699941772316244,5,1,0.9531112035821886,4,1,-0.6700700345880692,-0.30906663325980455
-0.8971700067627062,20,3107,-0.4920782130496372,-0.9375960581298655,1.6010416434113164,5,1,0.642379399545285,4,1,0.8137142444852428,2.7114285144347434
-0.8971700067627062,20,3107,-0.4920782130496372,-0.9375960581298655,1.6010416434113164,5,1,0.642379399545285,4,1,0.8137142444852428,2.7114285144347434
-0.8971700067627062,30,1788,-0.5423324449653426,-0.9375960581298655,1.6010416434113164,5,1,0.48701349752683315,3,1,0.77099924251192,2.7114285144347434
-0.8971700067627062,30,1788,-0.5423324449653426,-0.9375960581298655,1.6010416434113164,5,1,0.48701349752683315,3,1,0.77099924251192,2.7114285144347434
0.4459447650854078,30,2634,-0.5237197664780443,0.4315097914708668,-0.47373290463388446,5,1,0.642379399545285,1,4,-0.44525423472847653,-0.30906663325980455
0.177321810715785,21,2887,-0.11982464330367142,0.15768862155072036,-0.3699941772316244,5,1,0.642379399545285,3,1,-0.34408712479165976,-0.30906663325980455
0.7145677194550306,21,1054,0.019770445351065768,0.7053309613910133,-0.3699941772316244,5,1,0.9531112035821886,1,1,-0.34408712479165976,2.7114285144347434
1.520436582563899,21,560,-0.2966450889330052,1.5267944711514525,-0.8992733986717266,5,1,-0.7559137186207814,1,4,-0.8564423326716717,-0.30906663325980455
0.177321810715785,21,2884,-0.07329294708542569,0.15768862155072036,-0.3699941772316244,5,1,1.4192089096375442,1,1,-0.34408712479165976,-0.30906663325980455
0.177321810715785,12,794,0.019770445351065768,0.15768862155072036,-0.0566608781390839,5,1,0.9531112035821886,3,1,-0.33959080879446785,-0.30906663325980455
0.7145677194550306,21,165,-0.5572225877551813,0.7053309613910133,-1.3269310095953293,5,1,0.33164759550838135,1,4,-1.269653772813603,-0.30906663325980455
-0.8971700067627062,31,1458,-0.3059514281766543,-0.9375960581298655,2.267933462425845,5,1,0.48701349752683315,3,1,-0.07206000696155271,2.7114285144347434
-1.9716618242411974,31,1465,-0.5851416054861287,-2.0328807378104514,2.267933462425845,5,1,1.4192089096375442,1,1,-0.0405857949812096,4.221676088282018
0.177321810715785,12,1279,-0.37109580288219834,0.15768862155072036,-0.5012554241487698,5,1,-0.6005478166023296,1,1,-0.670744481987648,-0.30906663325980455
0.177321810715785,21,1003,-0.538609909267883,0.15768862155072036,-0.48008425529116566,5,1,1.4192089096375442,1,0,-0.9465934684153682,-0.30906663325980455
0.177321810715785,21,1003,-0.538609909267883,0.15768862155072036,-0.48008425529116566,5,1,1.4192089096375442,1,0,-0.9465934684153682,-0.30906663325980455
0.177321810715785,21,1003,-0.538609909267883,0.15768862155072036,-0.48008425529116566,5,1,1.4192089096375442,1,0,-0.9465934684153682,-0.30906663325980455
-0.6285470523930834,0,92,0.29896062266054013,-0.663774888209719,1.15432998051587,5,0,-0.4451819145838778,3,1,0.9825509101797967,-0.30906663325980455
1.520436582563899,12,3344,-0.07329294708542569,1.5267944711514525,-0.4779671384054053,5,1,-0.7559137186207814,1,4,-0.49471371069758696,-0.30906663325980455
-1.165792961132329,32,1952,-0.6316733017043744,-1.211417228050012,-0.47373290463388446,5,1,0.33164759550838135,0,1,-0.672318192586665,-0.30906663325980455
0.7145677194550306,21,2877,-0.12913098254732056,0.7053309613910133,-0.3699941772316244,5,1,0.33164759550838135,3,1,-0.34408712479165976,-0.30906663325980455
-1.9716618242411974,12,2274,-0.6782049979226201,-2.0328807378104514,-0.7129671127248106,5,1,-0.4451819145838778,1,4,-0.9376008364209846,-0.30906663325980455
-0.09130114365383779,21,2491,-0.3338704459076018,-0.11613254836942609,-0.3699941772316244,5,1,-0.4451819145838778,1,1,-0.6700700345880692,-0.30906663325980455
-1.7030388698715746,12,3248,-0.6595923194353219,-1.7590595678903047,-0.4779671384054053,5,1,0.33164759550838135,4,4,-0.5599102926568686,-0.30906663325980455
1.2518136281942762,12,2767,-0.157050000278268,1.2529733012313062,-0.4779671384054053,5,1,-0.4451819145838778,1,4,-0.49336481589842934,-0.30906663325980455
